VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,157
VWFA,expand,1,0.001,11.3999996185303,171
LO,expand,1,0.001,8.79999971389771,118
LO,expand,1,0.001,11.3999996185303,157
VWFA,expand,3,0.05,13.9999995231628,135
LO,expand,1,0.001,8.79999971389771,147
LO,expand,1,0.001,8.79999971389771,159
VWFA,expand,1,0.001,13.9999995231628,117
LO,expand,1,0.001,8.79999971389771,156
LO,expand,1,0.001,8.79999971389771,165
VWFA,expand,1,0.001,13.9999995231628,128
LO,expand,1,0.001,8.79999971389771,157
LO,expand,2,0.01,13.9999995231628,121
VWFA,expand,1,0.001,11.3999996185303,178
LO,expand,1,0.001,11.3999996185303,192
LO,expand,1,0.001,8.79999971389771,118
VWFA,expand,1,0.001,11.3999996185303,135
LO,expand,1,0.001,8.79999971389771,146
LO,expand,1,0.001,11.3999996185303,134
